zap_motif_positions,accession_id
KX621518.1,"[42, 44, 45, 52, 54, 55, 56, 72, 73, 74, 105, 139, 172, 173, 173, 177, 197, 198, 213, 333, 333, 334, 335, 384, 411, 412, 412, 413, 413, 427, 428, 451, 453, 455, 470, 471, 472, 574, 647, 744, 790, 823, 825, 879, 980, 1106, 1134, 1136, 1209, 1410, 1411, 1538, 1540, 1541, 1634, 1636, 1637, 1638, 1683, 1793, 1794, 1796, 1834, 1930, 1932, 1933, 2121, 2122, 2191, 2194, 2276, 2278, 2278, 2289, 2291, 2379, 2382, 2427, 2428, 2429, 2430, 2431, 2465, 2468, 2794, 2796, 2871, 2872, 2874, 2875, 2887, 2890, 2970, 2972, 3284, 3286, 3438, 3439, 3440, 3536, 3784, 3785, 3813, 3815, 3916, 3973, 3977, 4021, 4301, 4304, 4323, 4325, 4448, 4450, 4451, 4470, 4473, 4477, 4485, 4644, 4715, 4716, 4717, 4822, 4823, 5017, 5040, 5151, 5153, 5384, 5386, 5412, 5416, 5517, 5522, 5690, 5690, 5692, 5717, 5718, 5884, 5929, 5930, 6069, 6076, 6154, 6258, 6260, 6361, 6361, 6556, 6563, 6564, 6572, 6575, 6638, 6657, 6659, 6676, 6677, 6679, 6694, 6708, 6790, 6791, 6793, 6820, 6822, 6824, 6967, 6968, 6970, 6971, 7052, 7139, 7206, 7287, 7290, 7304, 7401, 7404, 7462, 7604, 7698, 7700, 7701, 7739, 7811, 7812, 7813, 7838, 7882, 7885, 8023, 8119, 8121, 8195, 8198, 8235, 8253, 8734, 8736]"
KX621517.1,"[42, 44, 45, 52, 54, 55, 56, 72, 73, 74, 105, 139, 158, 159, 173, 175, 195, 196, 197, 198, 270, 273, 329, 333, 337, 384, 412, 412, 413, 413, 427, 428, 430, 444, 455, 472, 472, 642, 740, 741, 743, 767, 769, 790, 945, 946, 948, 949, 1381, 1382, 1560, 1598, 1932, 1940, 2085, 2109, 2173, 2176, 2270, 2273, 2395, 2397, 2398, 2410, 2411, 2412, 2413, 2447, 2450, 2472, 2485, 2489, 2491, 2598, 2599, 2671, 2674, 2776, 2778, 2869, 2893, 2954, 2985, 3011, 3012, 3013, 3015, 3030, 3031, 3034, 3036, 3082, 3083, 3084, 3138, 3139, 3246, 3247, 3401, 3421, 3422, 3422, 3423, 3423, 3518, 3897, 3898, 3898, 3902, 4013, 4203, 4214, 4255, 4257, 4279, 4280, 4283, 4284, 4329, 4376, 4377, 4378, 4452, 4454, 4588, 4590, 4592, 4697, 4698, 4699, 4878, 4905, 4940, 4957, 4984, 4984, 4986, 5003, 5006, 5066, 5067, 5136, 5137, 5140, 5276, 5277, 5317, 5381, 5465, 5466, 5467, 5468, 5483, 5484, 5504, 5558, 5568, 5570, 5672, 5673, 5674, 5699, 5709, 5710, 5797, 5799, 5806, 5866, 5868, 6117, 6297, 6298, 6300, 6368, 6462, 6463, 6464, 6496, 6497, 6545, 6660, 6662, 6662, 6664, 6703, 6856, 6857, 6858, 7025, 7028, 7082, 7132, 7133, 7137, 7139, 7198, 7206, 7211, 7241, 7274, 7275, 7295, 7296, 7297, 7298, 7447, 7449, 7478, 7524, 7527, 7574, 7595, 7596, 7781, 7782, 7783, 7804, 7806, 7807, 7808, 8038, 8089, 8091, 8098, 8100, 8102, 8162, 8165, 8166, 8200, 8202, 8214, 8367, 8378, 8378, 8379, 8380, 8434, 8436, 8438, 8511, 8513]"
KX621516.1,"[42, 44, 45, 52, 54, 55, 56, 72, 73, 74, 172, 173, 173, 177, 195, 196, 197, 198, 213, 330, 333, 334, 335, 384, 411, 412, 412, 413, 413, 451, 453, 455, 470, 471, 472, 574, 647, 744, 790, 823, 825, 879, 980, 1038, 1106, 1136, 1160, 1161, 1163, 1538, 1540, 1541, 1634, 1636, 1637, 1793, 1794, 1796, 1834, 1933, 2121, 2122, 2191, 2193, 2194, 2294, 2379, 2382, 2465, 2466, 2468, 2887, 2890, 2970, 2972, 3029, 3031, 3284, 3286, 3374, 3375, 3376, 3438, 3439, 3440, 3555, 3784, 3785, 3813, 3815, 3915, 3916, 4021, 4301, 4304, 4323, 4325, 4448, 4450, 4451, 4470, 4473, 4477, 4485, 4644, 4645, 4822, 4823, 5016, 5017, 5040, 5151, 5153, 5370, 5371, 5372, 5384, 5386, 5412, 5416, 5514, 5690, 5717, 5718, 5802, 5805, 5884, 6076, 6084, 6116, 6119, 6154, 6258, 6260, 6361, 6508, 6509, 6510, 6556, 6563, 6564, 6572, 6575, 6638, 6657, 6659, 6676, 6677, 6679, 6708, 6790, 6791, 6793, 6805, 6805, 6806, 6806, 6967, 6968, 6970, 6971, 7109, 7110, 7112, 7139, 7206, 7287, 7290, 7304, 7401, 7462, 7575, 7577, 7604, 7698, 7700, 7701, 7739, 7811, 7812, 7813, 7838, 7882, 7885, 8119, 8121, 8195, 8198, 8397, 8400, 8734, 8736]"
EU155287.2,"[27, 195, 267, 268, 338, 340, 341, 348, 350, 351, 352, 368, 369, 370, 401, 435, 454, 455, 469, 471, 491, 492, 493, 494, 566, 569, 625, 629, 633, 680, 708, 708, 709, 709, 740, 751, 767, 768, 768, 938, 1063, 1065, 1086, 1148, 1175, 1177, 1187, 1187, 1188, 1188, 1277, 1278, 1279, 1422, 1425, 1432, 1432, 1433, 1472, 1474, 1666, 1667, 1674, 1677, 1678, 1852, 1853, 2006, 2009, 2225, 2228, 2381, 2469, 2472, 2522, 2523, 2566, 2569, 2570, 2691, 2693, 2694, 2731, 2743, 2746, 2768, 2894, 2895, 2904, 2970, 3113, 3165, 3189, 3250, 3259, 3269, 3271, 3307, 3308, 3309, 3330, 3332, 3336, 3337, 3378, 3379, 3380, 3434, 3484, 3499, 3503, 3542, 3543, 3697, 3717, 3718, 3718, 3719, 3719, 4193, 4194, 4194, 4198, 4309, 4318, 4499, 4510, 4529, 4551, 4553, 4575, 4576, 4579, 4586, 4625, 4672, 4673, 4674, 4748, 4750, 4884, 4886, 4888, 5174, 5201, 5236, 5252, 5253, 5280, 5280, 5282, 5299, 5302, 5362, 5363, 5454, 5464, 5572, 5573, 5749, 5750, 5751, 5761, 5763, 5764, 5779, 5780, 5791, 5795, 5796, 5861, 5968, 5969, 5970, 5995, 6093, 6095, 6162, 6164, 6354, 6413, 6512, 6513, 6516, 6664, 6758, 6759, 6760, 6786, 6787, 6802, 6803, 6844, 6956, 6958, 6958, 6960, 6999, 7068, 7069, 7071, 7185, 7321, 7324, 7428, 7429, 7494, 7502, 7507, 7537, 7570, 7571, 7743, 7823, 7862, 7870, 7891, 7892, 8077, 8078, 8079, 8100, 8102, 8103, 8104, 8384, 8385, 8387, 8394, 8396, 8398, 8405, 8458, 8461, 8462, 8496, 8498, 8510, 8543, 8544, 8663, 8674, 8674, 8675, 8676, 8730, 8732, 8734, 8807, 8809, 8811, 9168, 9169]"
KX621514.1,"[42, 44, 45, 52, 54, 55, 56, 72, 73, 74, 105, 158, 159, 173, 175, 177, 197, 198, 270, 273, 329, 333, 337, 384, 412, 412, 413, 413, 427, 428, 430, 444, 455, 472, 472, 767, 769, 790, 879, 881, 891, 891, 892, 892, 980, 981, 981, 982, 982, 1070, 1126, 1129, 1136, 1136, 1137, 1370, 1556, 1557, 1581, 1710, 1713, 1765, 1929, 1932, 2085, 2129, 2132, 2173, 2176, 2226, 2227, 2270, 2273, 2395, 2397, 2398, 2410, 2411, 2412, 2413, 2435, 2447, 2450, 2472, 2598, 2599, 2671, 2674, 2817, 2893, 2963, 3011, 3012, 3013, 3034, 3040, 3041, 3048, 3073, 3082, 3083, 3138, 3139, 3247, 3401, 3421, 3422, 3422, 3423, 3423, 3518, 3812, 3813, 3814, 3897, 3898, 3898, 3902, 4013, 4014, 4203, 4214, 4233, 4236, 4255, 4257, 4287, 4296, 4299, 4307, 4329, 4376, 4377, 4378, 4454, 4476, 4588, 4590, 4592, 4878, 4905, 4940, 4956, 4957, 4984, 4986, 5003, 5004, 5006, 5066, 5067, 5276, 5277, 5317, 5381, 5465, 5466, 5467, 5468, 5483, 5484, 5499, 5558, 5568, 5570, 5585, 5587, 5672, 5673, 5674, 5699, 5797, 5799, 5866, 5868, 6117, 6216, 6217, 6219, 6220, 6297, 6298, 6300, 6368, 6462, 6463, 6464, 6490, 6491, 6492, 6506, 6507, 6545, 6548, 6660, 6662, 6662, 6664, 6703, 6856, 6857, 6858, 6889, 7025, 7028, 7132, 7133, 7134, 7211, 7241, 7274, 7295, 7297, 7298, 7447, 7527, 7574, 7595, 7596, 7781, 7782, 7783, 7804, 7806, 7807, 7808, 8089, 8091, 8098, 8100, 8102, 8162, 8165, 8166, 8200, 8202, 8214, 8247, 8248, 8367, 8378, 8378, 8379, 8380, 8380, 8434, 8436, 8438, 8511, 8513, 8515, 8872, 8873, 8882, 8883]"
KX621511.1,"[42, 44, 45, 52, 54, 55, 56, 72, 73, 74, 105, 139, 158, 159, 173, 175, 195, 196, 197, 198, 329, 333, 411, 412, 412, 413, 413, 427, 428, 430, 444, 455, 472, 472, 642, 740, 741, 743, 767, 769, 790, 852, 879, 881, 882, 946, 948, 949, 1129, 1129, 1134, 1136, 1477, 1478, 1531, 1532, 1533, 1560, 1620, 1623, 1625, 1630, 1932, 1940, 2085, 2173, 2176, 2260, 2262, 2262, 2273, 2395, 2397, 2398, 2435, 2447, 2450, 2472, 2598, 2599, 2671, 2674, 2776, 2778, 2817, 2869, 2893, 2903, 2954, 2963, 2973, 2975, 3011, 3012, 3013, 3034, 3036, 3082, 3083, 3084, 3138, 3139, 3246, 3247, 3401, 3421, 3422, 3422, 3897, 3898, 3898, 3902, 4013, 4203, 4214, 4233, 4234, 4255, 4257, 4279, 4280, 4283, 4290, 4329, 4374, 4376, 4377, 4432, 4433, 4434, 4435, 4452, 4454, 4588, 4590, 4592, 4697, 4698, 4699, 4878, 4956, 4957, 4984, 4984, 4986, 5003, 5006, 5066, 5067, 5276, 5277, 5317, 5465, 5466, 5467, 5468, 5483, 5484, 5500, 5500, 5504, 5558, 5568, 5570, 5672, 5674, 5699, 5797, 5799, 5814, 5866, 5868, 5991, 5995, 6117, 6297, 6298, 6300, 6342, 6343, 6368, 6462, 6463, 6464, 6496, 6497, 6506, 6507, 6545, 6660, 6662, 6662, 6664, 6703, 6726, 6772, 6773, 6775, 6804, 6806, 7007, 7008, 7025, 7028, 7132, 7133, 7137, 7139, 7198, 7200, 7274, 7275, 7295, 7296, 7297, 7298, 7447, 7449, 7574, 7781, 7782, 7783, 7804, 7806, 7807, 7808, 8089, 8091, 8098, 8100, 8102, 8162, 8165, 8166, 8200, 8202, 8214, 8367, 8378, 8511, 8513]"
EU155279.2,"[27, 195, 331, 333, 334, 341, 343, 344, 345, 394, 395, 447, 448, 462, 464, 618, 622, 626, 673, 701, 701, 702, 702, 716, 717, 718, 719, 733, 744, 761, 761, 1056, 1059, 1082, 1084, 1168, 1170, 1310, 1311, 1313, 1327, 1415, 1418, 1420, 1425, 1443, 1444, 1461, 1477, 1478, 1480, 1500, 1502, 1659, 1660, 1781, 1820, 1821, 1850, 1909, 1912, 1914, 1916, 1969, 2002, 2207, 2374, 2458, 2459, 2462, 2464, 2465, 2548, 2549, 2551, 2562, 2638, 2639, 2655, 2657, 2662, 2684, 2686, 2687, 2739, 2838, 2839, 2841, 2842, 2886, 2888, 3009, 3065, 3112, 3114, 3115, 3192, 3241, 3243, 3244, 3256, 3323, 3350, 3385, 3387, 3388, 3389, 3427, 3428, 3430, 3492, 3508, 3532, 3536, 3555, 3605, 3619, 3629, 3630, 3631, 3632, 3710, 3711, 3711, 3778, 3780, 3807, 3826, 3830, 3846, 3847, 3848, 3933, 3934, 3935, 3936, 4000, 4002, 4003, 4055, 4056, 4059, 4101, 4103, 4186, 4187, 4204, 4206, 4291, 4292, 4311, 4313, 4492, 4501, 4503, 4544, 4572, 4573, 4596, 4618, 4665, 4666, 4667, 4699, 4701, 4702, 4721, 4722, 4741, 4743, 4877, 4879, 4881, 5171, 5229, 5245, 5246, 5273, 5292, 5295, 5355, 5356, 5456, 5508, 5509, 5566, 5753, 5754, 5755, 5756, 5757, 5776, 5799, 5839, 5893, 5909, 5910, 5961, 5961, 5962, 5963, 5988, 6095, 6096, 6190, 6193, 6280, 6284, 6290, 6291, 6293, 6347, 6503, 6504, 6505, 6505, 6509, 6520, 6531, 6586, 6587, 6589, 6601, 6688, 6779, 6834, 6918, 6919, 6949, 6951, 6979, 6980, 6982, 6992, 7231, 7232, 7314, 7351, 7353, 7359, 7372, 7375, 7400, 7403, 7404, 7404, 7405, 7422, 7429, 7432, 7462, 7487, 7524, 7560, 7581, 7583, 7584, 7733, 7810, 7813, 7852, 7860, 8067, 8069, 8093, 8094, 8141, 8242, 8368, 8371, 8375, 8384, 8386, 8388, 8395, 8445, 8448, 8500, 8532, 8533, 8534, 8647, 8649, 9193]"
EU155292.2,"[5, 174, 310, 312, 313, 320, 322, 323, 324, 340, 341, 342, 373, 407, 426, 427, 441, 443, 463, 464, 465, 466, 538, 541, 597, 601, 605, 652, 680, 680, 681, 681, 695, 696, 698, 712, 723, 740, 740, 910, 1035, 1037, 1058, 1120, 1147, 1149, 1248, 1249, 1249, 1250, 1250, 1394, 1397, 1404, 1404, 1405, 1443, 1444, 1446, 1458, 1477, 1479, 1638, 1639, 1824, 1825, 2197, 2200, 2208, 2353, 2441, 2444, 2494, 2495, 2538, 2541, 2542, 2663, 2665, 2666, 2703, 2715, 2718, 2740, 2866, 2867, 2876, 2939, 2942, 3044, 3085, 3137, 3161, 3231, 3253, 3279, 3280, 3281, 3283, 3302, 3304, 3350, 3351, 3352, 3364, 3366, 3367, 3368, 3406, 3407, 3514, 3515, 3669, 3690, 3691, 3697, 4034, 4035, 4036, 4038, 4080, 4081, 4082, 4165, 4166, 4166, 4170, 4281, 4290, 4471, 4482, 4501, 4502, 4523, 4525, 4547, 4548, 4551, 4558, 4597, 4644, 4645, 4646, 4697, 4700, 4701, 4701, 4702, 4722, 4765, 4856, 4858, 4860, 5146, 5173, 5208, 5224, 5225, 5252, 5254, 5271, 5274, 5334, 5335, 5544, 5545, 5585, 5721, 5722, 5723, 5733, 5734, 5735, 5736, 5751, 5752, 5763, 5767, 5768, 5768, 5772, 5826, 5836, 5838, 5853, 5940, 5941, 5942, 5967, 5968, 6065, 6067, 6134, 6136, 6259, 6263, 6326, 6385, 6484, 6485, 6488, 6565, 6566, 6568, 6636, 6730, 6731, 6732, 6758, 6759, 6760, 6774, 6775, 6813, 6928, 6930, 6930, 6932, 6971, 7040, 7041, 7043, 7157, 7293, 7296, 7400, 7401, 7466, 7474, 7479, 7498, 7509, 7542, 7543, 7563, 7564, 7565, 7566, 7715, 7795, 7842, 7863, 7864, 8015, 8016, 8017, 8049, 8050, 8051, 8072, 8074, 8075, 8076, 8357, 8359, 8366, 8368, 8370, 8430, 8433, 8434, 8468, 8470, 8482, 8635, 8646, 8646, 8647, 8648, 8702, 8704, 8706, 8779, 8781, 8783, 9140, 9141, 9150, 9151]"
KX621510.1,"[42, 44, 45, 52, 54, 55, 56, 73, 74, 105, 139, 158, 159, 173, 175, 197, 198, 270, 273, 329, 333, 337, 384, 412, 412, 413, 413, 427, 428, 430, 444, 455, 472, 472, 767, 769, 790, 852, 879, 881, 882, 981, 982, 983, 1129, 1129, 1134, 1136, 1209, 1381, 1382, 1765, 1940, 2085, 2173, 2176, 2226, 2227, 2260, 2262, 2273, 2395, 2397, 2398, 2410, 2411, 2412, 2413, 2435, 2447, 2450, 2472, 2598, 2599, 2671, 2674, 2776, 2778, 2868, 2869, 2893, 2954, 2964, 3034, 3040, 3041, 3138, 3139, 3219, 3246, 3247, 3401, 3420, 3421, 3422, 3422, 3423, 3518, 3766, 3767, 3768, 3770, 3784, 3814, 3897, 3898, 3898, 3902, 4013, 4203, 4214, 4224, 4226, 4255, 4257, 4279, 4280, 4283, 4290, 4299, 4329, 4376, 4377, 4378, 4452, 4454, 4588, 4590, 4592, 4697, 4698, 4699, 4878, 4882, 4905, 4940, 4956, 4957, 4984, 4984, 5003, 5006, 5066, 5067, 5137, 5140, 5158, 5168, 5276, 5277, 5317, 5381, 5465, 5466, 5467, 5468, 5483, 5484, 5500, 5500, 5504, 5558, 5568, 5570, 5672, 5673, 5674, 5674, 5699, 5797, 5799, 5866, 5868, 6216, 6217, 6220, 6297, 6298, 6300, 6368, 6462, 6463, 6464, 6490, 6491, 6506, 6537, 6538, 6545, 6660, 6662, 6662, 6664, 6703, 6772, 6773, 6775, 6892, 7025, 7028, 7132, 7133, 7198, 7206, 7211, 7241, 7274, 7275, 7295, 7296, 7297, 7298, 7447, 7449, 7527, 7574, 7595, 7596, 7788, 7804, 7806, 7807, 7808, 8038, 8089, 8091, 8098, 8100, 8102, 8162, 8165, 8166, 8200, 8214, 8247, 8248, 8376, 8378, 8378, 8380, 8511, 8513, 8872, 8873]"
KX621461.1,"[42, 44, 45, 52, 54, 55, 56, 72, 73, 74, 105, 139, 158, 159, 173, 175, 195, 196, 197, 198, 270, 273, 329, 333, 337, 384, 412, 412, 413, 413, 427, 428, 430, 444, 455, 472, 472, 642, 740, 741, 743, 767, 769, 790, 879, 881, 891, 891, 980, 981, 981, 982, 982, 1038, 1070, 1126, 1129, 1134, 1136, 1136, 1175, 1176, 1178, 1211, 1263, 1266, 1370, 1371, 1560, 1929, 1932, 1940, 2173, 2176, 2226, 2227, 2270, 2273, 2395, 2397, 2398, 2447, 2450, 2598, 2599, 2608, 2817, 2869, 2893, 2963, 3011, 3012, 3013, 3034, 3040, 3041, 3138, 3139, 3177, 3178, 3246, 3247, 3401, 3420, 3421, 3422, 3422, 3423, 3518, 3765, 3766, 3767, 3784, 3788, 3812, 3813, 3814, 3897, 3898, 4013, 4203, 4226, 4233, 4255, 4257, 4279, 4280, 4283, 4290, 4299, 4329, 4374, 4376, 4377, 4432, 4433, 4434, 4435, 4454, 4455, 4588, 4590, 4592, 4852, 4854, 4855, 4878, 4905, 4940, 4956, 4957, 4984, 4984, 4986, 5003, 5006, 5066, 5067, 5240, 5276, 5317, 5453, 5454, 5455, 5465, 5466, 5467, 5468, 5483, 5484, 5504, 5558, 5565, 5568, 5672, 5673, 5674, 5699, 5797, 5799, 5814, 5866, 5868, 6058, 6216, 6217, 6220, 6298, 6300, 6368, 6462, 6463, 6464, 6490, 6491, 6492, 6506, 6507, 6545, 6548, 6660, 6662, 6662, 6664, 6703, 6723, 6725, 6772, 6773, 6775, 6856, 6857, 6858, 7025, 7028, 7132, 7133, 7134, 7198, 7206, 7211, 7224, 7241, 7274, 7275, 7295, 7296, 7297, 7298, 7447, 7527, 7574, 7595, 7596, 7720, 7747, 7748, 7749, 7781, 7782, 7783, 7804, 7806, 7807, 7808, 8089, 8098, 8100, 8102, 8162, 8165, 8166, 8200, 8202, 8247, 8248, 8367, 8378, 8378, 8379, 8380, 8434, 8436, 8438, 8511, 8513, 8515]"
EU155290.2,"[152, 288, 290, 291, 298, 300, 301, 302, 318, 319, 320, 351, 385, 404, 405, 419, 421, 443, 444, 516, 519, 575, 579, 583, 630, 658, 658, 659, 659, 673, 674, 676, 690, 701, 718, 718, 888, 986, 987, 989, 1003, 1005, 1006, 1013, 1015, 1036, 1098, 1125, 1127, 1137, 1137, 1138, 1138, 1227, 1228, 1229, 1230, 1352, 1372, 1375, 1380, 1382, 1382, 1509, 1512, 1616, 1617, 1624, 1627, 1628, 1802, 1803, 2175, 2178, 2186, 2331, 2419, 2422, 2472, 2473, 2516, 2519, 2520, 2641, 2643, 2644, 2681, 2693, 2696, 2718, 2844, 2845, 2917, 2920, 3022, 3063, 3115, 3139, 3209, 3219, 3221, 3257, 3258, 3259, 3261, 3280, 3282, 3385, 3492, 3493, 3647, 3667, 3668, 3668, 3669, 3669, 3764, 4058, 4059, 4060, 4143, 4144, 4144, 4148, 4259, 4260, 4460, 4479, 4501, 4503, 4525, 4526, 4529, 4536, 4575, 4622, 4623, 4624, 4678, 4679, 4680, 4681, 4698, 4700, 4722, 4834, 4836, 4838, 5128, 5151, 5186, 5202, 5203, 5230, 5230, 5232, 5249, 5252, 5312, 5313, 5522, 5523, 5563, 5627, 5699, 5700, 5701, 5729, 5730, 5745, 5746, 5746, 5750, 5804, 5811, 5918, 5919, 5920, 5920, 5945, 6043, 6045, 6112, 6114, 6304, 6363, 6462, 6463, 6466, 6543, 6544, 6546, 6614, 6708, 6709, 6710, 6736, 6737, 6738, 6752, 6753, 6791, 6906, 6908, 6908, 6910, 6949, 7102, 7103, 7104, 7135, 7138, 7271, 7274, 7378, 7379, 7444, 7452, 7457, 7485, 7487, 7487, 7520, 7521, 7541, 7542, 7543, 7544, 7693, 7773, 7820, 7841, 7842, 8027, 8029, 8050, 8052, 8053, 8054, 8334, 8335, 8337, 8344, 8346, 8348, 8408, 8411, 8412, 8446, 8448, 8460, 8493, 8494, 8613, 8624, 8624, 8625, 8626, 8680, 8682, 8684, 8757, 8759, 9118, 9119]"
KX621448.1,"[42, 44, 45, 52, 54, 55, 56, 72, 73, 74, 105, 139, 158, 159, 173, 175, 195, 196, 197, 198, 270, 273, 329, 333, 337, 384, 412, 412, 413, 413, 427, 428, 430, 444, 455, 472, 472, 740, 741, 743, 767, 769, 852, 946, 948, 949, 1129, 1129, 1136, 1136, 1137, 1209, 1211, 1381, 1382, 1419, 1560, 1626, 1630, 1932, 1940, 2085, 2109, 2173, 2176, 2260, 2262, 2273, 2275, 2395, 2397, 2398, 2435, 2447, 2450, 2485, 2489, 2491, 2599, 2671, 2776, 2778, 2817, 2821, 2869, 2893, 2952, 2954, 2963, 2963, 3034, 3036, 3082, 3083, 3084, 3139, 3246, 3247, 3401, 3406, 3421, 3422, 3422, 3423, 3423, 3518, 3812, 3813, 3814, 3897, 3898, 3898, 3902, 4013, 4203, 4214, 4233, 4255, 4257, 4329, 4376, 4377, 4378, 4429, 4432, 4433, 4433, 4434, 4452, 4454, 4588, 4590, 4592, 4697, 4698, 4699, 4878, 4905, 4940, 4957, 4984, 4984, 4986, 5003, 5006, 5066, 5067, 5137, 5140, 5276, 5277, 5366, 5381, 5462, 5465, 5466, 5467, 5483, 5484, 5504, 5558, 5568, 5570, 5672, 5673, 5674, 5674, 5699, 5797, 5799, 5806, 5866, 5868, 6117, 6216, 6217, 6220, 6297, 6298, 6300, 6421, 6462, 6463, 6464, 6490, 6491, 6492, 6545, 6548, 6572, 6660, 6662, 6662, 6664, 7025, 7028, 7077, 7082, 7132, 7133, 7137, 7139, 7198, 7206, 7211, 7241, 7295, 7296, 7297, 7298, 7447, 7449, 7566, 7574, 7595, 7596, 7788, 7804, 7806, 7807, 7808, 8038, 8089, 8091, 8098, 8100, 8102, 8162, 8165, 8166, 8200, 8202, 8214, 8361, 8363, 8376, 8378, 8378, 8380, 8434, 8436, 8438, 8511, 8513, 8872, 8873]"
EU155289.2,"[5, 173, 309, 311, 312, 319, 321, 322, 323, 339, 340, 341, 372, 406, 425, 426, 440, 442, 462, 463, 464, 465, 537, 540, 596, 597, 600, 651, 679, 679, 680, 680, 694, 695, 697, 711, 722, 739, 739, 909, 1007, 1008, 1010, 1024, 1026, 1027, 1034, 1036, 1057, 1060, 1119, 1146, 1148, 1149, 1248, 1249, 1250, 1393, 1396, 1403, 1403, 1404, 1476, 1613, 1616, 2032, 2199, 2352, 2440, 2443, 2493, 2494, 2527, 2529, 2540, 2615, 2702, 2714, 2717, 2739, 2865, 2866, 2938, 3043, 3045, 3136, 3160, 3221, 3230, 3298, 3301, 3301, 3303, 3340, 3349, 3350, 3351, 3405, 3406, 3455, 3513, 3514, 3668, 3688, 3689, 3689, 3690, 3690, 4164, 4165, 4165, 4169, 4280, 4281, 4470, 4500, 4522, 4524, 4557, 4596, 4643, 4644, 4645, 4719, 4721, 4855, 4857, 4859, 4938, 5149, 5172, 5207, 5223, 5224, 5251, 5251, 5253, 5333, 5334, 5404, 5407, 5543, 5544, 5648, 5732, 5733, 5734, 5735, 5750, 5751, 5771, 5777, 5778, 5780, 5825, 5835, 5837, 5871, 5939, 5940, 5941, 5966, 6064, 6066, 6133, 6384, 6483, 6484, 6487, 6564, 6565, 6567, 6635, 6688, 6729, 6730, 6731, 6757, 6758, 6812, 6927, 6929, 6970, 7039, 7040, 7042, 7123, 7124, 7125, 7159, 7292, 7295, 7334, 7337, 7344, 7349, 7399, 7400, 7465, 7473, 7478, 7508, 7562, 7563, 7564, 7565, 7714, 7716, 7794, 7841, 7862, 7863, 8048, 8050, 8071, 8073, 8074, 8075, 8356, 8358, 8365, 8367, 8369, 8429, 8432, 8433, 8467, 8469, 8481, 8514, 8515, 8634, 8645, 8645, 8646, 8647, 8778, 8780, 9139, 9140, 9185]"
KX621452.1,"[42, 44, 45, 52, 54, 55, 56, 72, 73, 74, 105, 139, 158, 159, 173, 175, 197, 198, 273, 329, 333, 337, 384, 412, 412, 413, 413, 427, 428, 430, 444, 455, 472, 472, 767, 769, 790, 879, 881, 980, 981, 981, 982, 982, 1126, 1129, 1136, 1136, 1137, 1209, 1211, 1370, 1370, 1371, 1371, 1556, 1557, 1929, 1932, 1940, 2085, 2173, 2176, 2226, 2227, 2270, 2273, 2274, 2395, 2398, 2435, 2447, 2450, 2462, 2472, 2598, 2599, 2671, 2674, 2869, 2893, 2963, 3034, 3040, 3041, 3082, 3083, 3096, 3098, 3099, 3100, 3138, 3139, 3247, 3401, 3421, 3422, 3422, 3423, 3423, 3765, 3766, 3767, 3812, 3813, 3814, 3897, 3898, 3898, 3902, 3915, 3917, 4013, 4214, 4233, 4255, 4257, 4279, 4280, 4283, 4290, 4299, 4329, 4376, 4378, 4429, 4431, 4432, 4433, 4454, 4588, 4590, 4592, 4878, 4905, 4940, 4956, 4957, 4984, 4984, 4986, 5003, 5006, 5066, 5067, 5276, 5277, 5317, 5453, 5454, 5455, 5465, 5466, 5467, 5468, 5483, 5484, 5499, 5504, 5558, 5568, 5570, 5672, 5673, 5674, 5699, 5797, 5799, 5814, 5866, 5868, 5991, 5995, 6058, 6117, 6216, 6217, 6220, 6368, 6462, 6463, 6464, 6490, 6491, 6492, 6506, 6507, 6545, 6548, 6660, 6662, 6662, 6664, 6703, 6856, 6857, 6858, 6889, 7025, 7028, 7106, 7132, 7133, 7134, 7198, 7206, 7211, 7241, 7269, 7274, 7275, 7295, 7297, 7298, 7447, 7527, 7574, 7595, 7596, 7747, 7748, 7749, 7781, 7782, 7783, 7804, 7806, 7807, 7808, 8089, 8091, 8098, 8100, 8102, 8109, 8162, 8165, 8166, 8200, 8202, 8214, 8247, 8248, 8367, 8378, 8378, 8379, 8380, 8434, 8436, 8438, 8511, 8513, 8515, 8872, 8873]"
