python_based_indices,frequency,percentage,mapping
10202,591,22.58311043179213,7601
11928,26,0.9935040122277417,9041
12072,381,14.558654948414215,9179
12254,322,12.3041650745128,9287
2154,128,4.8910966755827285,1055
2343,39,1.4902560183416125,1179
3024,17,0.6495987772258311,1682
3342,59,2.254489873901414,1897
3692,116,4.432556362246848,2106
4448,34,1.2991975544516623,2785
4687,28,1.0699273977837218,2930
4918,39,1.4902560183416125,3143
4978,40,1.5284677111196026,3203
6005,14,0.5349636988918609,4109
6343,88,3.3626289644631258,4446
13279,1,0.03821169277799007,9612
1565,1087,41.5361100496752,536
2597,488,18.647306075659152,1403
2766,64,2.4455483377913643,1497
3429,761,29.07909820405044,1975
3705,710,27.130301872372947,2119
3845,134,5.120366832250669,2256
3881,5,0.19105846388995032,2292
4303,566,21.62781811234238,2705
4391,671,25.640045854031335,2753
4410,191,7.298433320596103,2765
4988,485,18.53267099732518,3213
5504,665,25.410775697363395,3609
6742,176,6.7252579289262515,4839
6974,716,27.359572029040887,5040
7904,88,3.3626289644631258,5696
8348,193,7.374856706152083,6128
9277,728,27.818112342376768,7002
9292,468,17.88307222009935,7017
9462,595,22.73595720290409,7116
9477,51,1.9487963316774932,7129
9700,485,18.53267099732518,7293
10692,871,33.282384409629344,8012
2100,7,0.26748184944593045,1028
2170,213,8.139090561711884,1071
2241,8,0.30569354222392053,1079
3097,47,1.7959495605655331,1755
3421,94,3.5918991211310662,1967
4456,28,1.0699273977837218,2793
4919,24,0.9170806266717616,3144
5030,37,1.4138326327856323,3251
5482,48,1.8341612533435232,3587
5611,16,0.6113870844478411,3716
7007,28,1.0699273977837218,5073
7395,162,6.19029423003439,5451
7431,54,2.0634314100114635,5487
7473,10,0.38211692777990064,5529
8506,69,2.6366068016813147,6252
8565,70,2.6748184944593048,6311
8733,174,6.648834543370271,6479
8814,167,6.381352693924341,6560
9137,65,2.4837600305693543,6881
9605,26,0.9935040122277417,7232
10334,75,2.8658769583492547,7728
10812,7,0.26748184944593045,8127
11182,66,2.5219717233473444,8474
11445,68,2.5983951089033246,8646
11448,268,10.240733664501338,8649
11535,13,0.4967520061138708,8723
4010,30,1.146350783339702,2421
4571,18,0.6878104700038211,2843
5096,354,13.526939243408483,3308
6026,68,2.5983951089033246,4130
6473,139,5.311425296140619,4575
8118,22,0.8406572411157814,5903
10219,204,7.795185326709973,7613
12372,40,1.5284677111196026,9371
2447,6,0.2292701566679404,1274
2778,12,0.4585403133358808,1504
3318,21,0.8024455483377914,1877
4781,749,28.620557890714558,3015
6051,484,18.494459304547192,4155
7880,52,1.9870080244554833,5672
8269,272,10.393580435613298,6051
8286,41,1.5666794038975926,6068
2621,50,1.9105846388995031,1427
3064,479,18.30340084065724,1722
3379,17,0.6495987772258311,1934
4437,25,0.9552923194497516,2774
5879,13,0.4967520061138708,3983
9195,9,0.34390523500191056,6938
6615,259,9.896828429499427,4715
1530,733,28.009170806266717,514
1733,169,6.457776079480321,676
3173,58,2.216278181123424,"Ins: 1778, pa: 3174"
4193,529,20.213985479556744,2601
4254,86,3.2862055789071456,2657
7284,185,7.069163163928162,5340
7355,45,1.719526175009553,5411
8009,141,5.3878486816966,5795
3383,14,0.5349636988918609,1938
5576,117,4.470768055024838,3681
10436,7,0.26748184944593045,7814
5174,2,0.07642338555598013,3386
6381,32,1.2227741688956821,4484
2462,235,8.979747802827665,1289
2507,418,15.972487581199847,1322
3514,213,8.139090561711884,2054
6252,122,4.661826518914788,4355
1806,1,0.03821169277799007,749
2378,17,0.6495987772258311,1214
4810,12,0.4585403133358808,3044
6003,310,11.84562476117692,4107
6994,52,1.9870080244554833,5060
7193,57,2.1780664883454337,5258
8019,55,2.1016431027894535,5805
9086,55,2.1016431027894535,6830
9736,133,5.082155139472679,7321
11540,99,3.7829575850210166,8728
5849,88,3.3626289644631258,3953
3251,12,0.4585403133358808,1810
4458,172,6.572411157814291,"Ins: 2793, pa: 4459"
4894,228,8.712265953381735,3119
8937,503,19.220481467329,6683
9143,588,22.468475353458157,6887
9146,148,5.655330531142529,6890
9768,249,9.514711501719527,7341
2257,18,0.6878104700038211,1094
2792,197,7.527703477264043,1513
3370,16,0.6113870844478411,1925
5015,23,0.8788689338937715,3236
5777,22,0.8406572411157814,3881
6333,48,1.8341612533435232,4436
6336,11,0.4203286205578907,4439
6366,42,1.6048910966755827,4469
6558,103,3.9358043561329765,4658
7343,14,0.5349636988918609,5399
8051,22,0.8406572411157814,5837
8167,59,2.254489873901414,5951
9016,259,9.896828429499427,6762
9024,74,2.8276652655712646,6770
11221,13,0.4967520061138708,8510
3246,2,0.07642338555598013,1805
4285,14,0.5349636988918609,2688
5357,12,0.4585403133358808,3467
8274,33,1.2609858616736722,6056
7376,3,0.1146350783339702,5432
11461,16,0.6113870844478411,8660
11938,24,0.9170806266717616,9051
3428,47,1.7959495605655331,1974
6068,28,1.0699273977837218,4172
8170,6,0.2292701566679404,5954
5873,5,0.19105846388995032,3977
10911,15,0.573175391669851,8222
4282,18,0.6878104700038211,2685
9824,71,2.713030187237295,7397
2263,167,6.381352693924341,1100
4930,7,0.26748184944593045,3155
7170,15,0.573175391669851,5235
9886,22,0.8406572411157814,7433
12332,63,2.407336645013374,9333
2510,61,2.330913259457394,1325
2930,155,5.92281238058846,1607
7130,13,0.4967520061138708,5195
2976,38,1.4520443255636224,1649
2266,68,2.5983951089033246,1103
2759,122,4.661826518914788,1496
3111,44,1.6813144822315629,1763
3970,83,3.1715705005731754,2381
8829,94,3.5918991211310662,6575
2868,107,4.088651127244937,1553
4837,273,10.431792128391288,3062
5796,125,4.776461597248758,3900
5804,72,2.7512418800152845,3908
8524,173,6.610622850592281,6270
9690,106,4.050439434466947,7283
10740,22,0.8406572411157814,8060
5162,38,1.4520443255636224,3374
5420,37,1.4138326327856323,3530
3061,2,0.07642338555598013,1719
4102,162,6.19029423003439,2513
4685,53,2.0252197172334734,2928
2381,68,2.5983951089033246,1217
2813,23,0.8788689338937715,1532
7027,14,0.5349636988918609,5093
9416,32,1.2227741688956821,7070
5669,46,1.757737867787543,3774
12111,9,0.34390523500191056,9218
3276,17,0.6495987772258311,1835
8845,69,2.6366068016813147,6591
4042,32,1.2227741688956821,2453
5021,15,0.573175391669851,3242
8499,151,5.7699656094764995,6245
2172,35,1.3374092472296524,1073
4290,15,0.573175391669851,2693
5590,55,2.1016431027894535,3695
7505,191,7.298433320596103,5561
3273,30,1.146350783339702,1832
11408,3,0.1146350783339702,8618
2795,1,0.03821169277799007,1516
2678,20,0.7642338555598013,1484
8055,161,6.1520825372564,5841
9910,8,0.30569354222392053,7445
2633,24,0.9170806266717616,1439
2779,5,0.19105846388995032,1505
5580,2,0.07642338555598013,3685
10139,4,0.15284677111196027,7553
2854,37,1.4138326327856323,1551
5453,4,0.15284677111196027,3563
1203,1,0.03821169277799007,272
2733,3,0.1146350783339702,1491
9938,20,0.7642338555598013,7459
5438,41,1.5666794038975926,3548
7030,62,2.369124952235384,5096
1410,79,3.018723729461215,426
10618,31,1.184562476117692,7938
6454,4,0.15284677111196027,4556
12331,37,1.4138326327856323,9332
3355,4,0.15284677111196027,1910
9863,9,0.34390523500191056,7410
11697,38,1.4520443255636224,8855
5690,26,0.9935040122277417,3794
7057,60,2.292701566679404,5123
9759,13,0.4967520061138708,7332
8212,8,0.30569354222392053,5996
9452,25,0.9552923194497516,7106
9945,1,0.03821169277799007,7466
4478,3,0.1146350783339702,2813
4895,10,0.38211692777990064,3120
7307,23,0.8788689338937715,5363
3973,20,0.7642338555598013,2384
2803,16,0.6113870844478411,1523
4882,35,1.3374092472296524,3107
1091,1,0.03821169277799007,178
2104,17,0.6495987772258311,1032
2814,4,0.15284677111196027,1533
2850,20,0.7642338555598013,1547
3032,11,0.4203286205578907,1690
7076,14,0.5349636988918609,5141
3109,19,0.7260221627818112,1761
1256,1,0.03821169277799007,314
9883,28,1.0699273977837218,7430
5503,27,1.0317157050057317,3608
2015,3,0.1146350783339702,944
2811,3,0.1146350783339702,1530
6303,135,5.158578525028659,4406
5699,27,1.0317157050057317,3803
8649,2,0.07642338555598013,6395
11635,5,0.19105846388995032,8797
6324,9,0.34390523500191056,4427
11845,13,0.4967520061138708,8960
10352,1,0.03821169277799007,7735
2886,1,0.03821169277799007,1563
6519,5,0.19105846388995032,4620
3270,20,0.7642338555598013,1829
7424,1,0.03821169277799007,5480
4727,13,0.4967520061138708,2963
10264,10,0.38211692777990064,7658
10668,6,0.2292701566679404,7988
7155,21,0.8024455483377914,5220
2601,42,1.6048910966755827,1407
8968,12,0.4585403133358808,6714
3267,23,0.8788689338937715,1826
11030,8,0.30569354222392053,8339
9268,10,0.38211692777990064,6993
3066,1,0.03821169277799007,1724
10719,12,0.4585403133358808,8039
5018,7,0.26748184944593045,3239
8098,54,2.0634314100114635,5883
4496,5,0.19105846388995032,2831
2776,7,0.26748184944593045,1502
9184,5,0.19105846388995032,6927
7907,8,0.30569354222392053,5699
10161,3,0.1146350783339702,7572
7208,25,0.9552923194497516,5273
9941,1,0.03821169277799007,7462
11222,6,0.2292701566679404,8511
3730,43,1.6431027894535728,2144
8143,12,0.4585403133358808,5927
9294,21,0.8024455483377914,7019
4748,3,0.1146350783339702,2982
2736,4,0.15284677111196027,1493
6193,1,0.03821169277799007,4296
8602,8,0.30569354222392053,6348
6542,16,0.6113870844478411,4643
9666,11,0.4203286205578907,7259
9866,8,0.30569354222392053,7413
9931,7,0.26748184944593045,7452
4814,21,0.8024455483377914,3048
10660,6,0.2292701566679404,7980
4103,15,0.573175391669851,2514
4934,46,1.757737867787543,3159
8511,9,0.34390523500191056,6257
3886,5,0.19105846388995032,2297
4278,10,0.38211692777990064,2681
9019,6,0.2292701566679404,6765
5906,7,0.26748184944593045,4010
6780,5,0.19105846388995032,4877
2801,25,0.9552923194497516,1521
10997,4,0.15284677111196027,8306
1589,57,2.1780664883454337,553
1592,2,0.07642338555598013,556
1987,5,0.19105846388995032,926
2328,84,3.2097821933511654,1164
2784,5,0.19105846388995032,1508
8200,9,0.34390523500191056,5984
9675,4,0.15284677111196027,7268
9705,2,0.07642338555598013,7298
9788,12,0.4585403133358808,7361
10021,59,2.254489873901414,7512
11234,1,0.03821169277799007,8523
12219,2,0.07642338555598013,9266
4312,8,0.30569354222392053,2711
2519,7,0.26748184944593045,1334
11937,40,1.5284677111196026,9050
5137,39,1.4902560183416125,3349
2965,13,0.4967520061138708,1638
10136,6,0.2292701566679404,7550
8728,10,0.38211692777990064,6474
7280,15,0.573175391669851,5336
12401,2,0.07642338555598013,9379
4987,15,0.573175391669851,3212
2358,2,0.07642338555598013,1194
6686,19,0.7260221627818112,4783
6547,1,0.03821169277799007,4648
9663,13,0.4967520061138708,7256
3121,2,0.07642338555598013,1767
9093,91,3.477264042797096,6837
10902,13,0.4967520061138708,8213
3602,3,0.1146350783339702,2066
935,1,0.03821169277799007,71
5142,2,0.07642338555598013,3354
9575,1,0.03821169277799007,7202
10481,47,1.7959495605655331,7848
2992,1,0.03821169277799007,1665
8943,2,0.07642338555598013,6689
6192,3,0.1146350783339702,4295
3106,2,0.07642338555598013,1758
8204,6,0.2292701566679404,5988
9902,3,0.1146350783339702,7443
11198,6,0.2292701566679404,8490
9465,4,0.15284677111196027,7119
8030,5,0.19105846388995032,5816
8057,5,0.19105846388995032,5843
9767,6,0.2292701566679404,7340
6828,9,0.34390523500191056,4925
7003,24,0.9170806266717616,5069
8027,3,0.1146350783339702,5813
8249,4,0.15284677111196027,6032
7283,2,0.07642338555598013,5339
8222,1,0.03821169277799007,6006
9733,54,2.0634314100114635,7318
5882,6,0.2292701566679404,3986
7217,20,0.7642338555598013,5282
3046,14,0.5349636988918609,1704
2799,5,0.19105846388995032,1520
5197,14,0.5349636988918609,"Ins: 3404, pa: 5198"
9324,1,0.03821169277799007,"Ins: 7036, pa: 9325"
4784,1,0.03821169277799007,3018
4453,1,0.03821169277799007,2790
10237,2,0.07642338555598013,7631
4155,4,0.15284677111196027,2564
3107,1,0.03821169277799007,1759
2798,1,0.03821169277799007,1519
8060,14,0.5349636988918609,5846
2770,2,0.07642338555598013,1499
7042,2,0.07642338555598013,5108
3964,3,0.1146350783339702,2375
2624,5,0.19105846388995032,1430
2804,5,0.19105846388995032,1524
2851,2,0.07642338555598013,1548
3629,4,0.15284677111196027,2072
9702,11,0.4203286205578907,7295
3489,1,0.03821169277799007,2030
2952,1,0.03821169277799007,1625
8176,1,0.03821169277799007,5960
5509,1,0.03821169277799007,3614
3288,12,0.4585403133358808,1847
7133,5,0.19105846388995032,5198
8787,3,0.1146350783339702,6533
4220,73,2.7894535727932745,2628
5501,2,0.07642338555598013,3606
3186,3,0.1146350783339702,1780
11823,2,0.07642338555598013,8942
4935,81,3.095147115017195,3160
5894,1,0.03821169277799007,3998
6074,5,0.19105846388995032,4178
7919,40,1.5284677111196026,5708
8598,38,1.4520443255636224,6344
9708,105,4.012227741688957,7301
10489,11,0.4203286205578907,7856
11352,4,0.15284677111196027,8572
11367,11,0.4203286205578907,8580
12364,1,0.03821169277799007,9363
1601,32,1.2227741688956821,565
3056,6,0.2292701566679404,1714
5462,44,1.6813144822315629,3572
5639,183,6.992739778372182,3744
8878,21,0.8024455483377914,6624
9837,21,0.8024455483377914,"Ins: 7397, pa: 9838"
9978,5,0.19105846388995032,7478
12039,2,0.07642338555598013,9146
2579,4,0.15284677111196027,1385
3850,15,0.573175391669851,2261
4819,6,0.2292701566679404,3053
5838,13,0.4967520061138708,3942
6603,18,0.6878104700038211,4703
9003,3,0.1146350783339702,6749
9925,1,0.03821169277799007,7451
11769,1,0.03821169277799007,8894
4054,20,0.7642338555598013,2465
6035,68,2.5983951089033246,4139
11024,88,3.3626289644631258,8333
12109,322,12.3041650745128,9216
7949,102,3.8975926633549864,5738
8664,71,2.713030187237295,6410
2508,44,1.6813144822315629,1323
8592,30,1.146350783339702,6338
4969,57,2.1780664883454337,3194
6442,8,0.30569354222392053,4544
2298,341,13.030187237294612,1134
8944,71,2.713030187237295,6690
4972,126,4.814673290026748,3197
3309,44,1.6813144822315629,1868
10321,116,4.432556362246848,7715
3093,44,1.6813144822315629,1751
5494,35,1.3374092472296524,3599
9080,2,0.07642338555598013,6824
9803,25,0.9552923194497516,7376
1585,19,0.7260221627818112,549
7509,98,3.7447458922430266,5565
8675,5,0.19105846388995032,6421
10986,84,3.2097821933511654,8297
3713,63,2.407336645013374,2127
6835,68,2.5983951089033246,4932
6988,43,1.6431027894535728,5054
4931,72,2.7512418800152845,3156
11523,33,1.2609858616736722,8711
11293,4,0.15284677111196027,8547
3721,19,0.7260221627818112,2135
2062,4,0.15284677111196027,990
2787,9,0.34390523500191056,"Ins: 1510, pa: 2788"
5828,26,0.9935040122277417,3932
5957,20,0.7642338555598013,4061
6222,7,0.26748184944593045,4325
8133,2,0.07642338555598013,5918
8997,4,0.15284677111196027,6743
9116,16,0.6113870844478411,6860
9593,39,1.4902560183416125,7220
4499,11,0.4203286205578907,2834
6446,5,0.19105846388995032,4548
11979,8,0.30569354222392053,9089
2979,14,0.5349636988918609,1652
4271,1,0.03821169277799007,2674
2520,2,0.07642338555598013,1335
4288,12,0.4585403133358808,2691
4852,31,1.184562476117692,3077
4898,4,0.15284677111196027,3123
5327,1,0.03821169277799007,3437
11032,1,0.03821169277799007,8341
11215,61,2.330913259457394,8507
2574,4,0.15284677111196027,1380
4060,8,0.30569354222392053,2471
4487,6,0.2292701566679404,2822
5924,4,0.15284677111196027,4028
7491,7,0.26748184944593045,5547
7931,7,0.26748184944593045,5720
9670,47,1.7959495605655331,7263
9820,10,0.38211692777990064,7393
10465,6,0.2292701566679404,7832
10907,9,0.34390523500191056,8218
2793,1,0.03821169277799007,1514
3425,43,1.6431027894535728,1971
9198,33,1.2609858616736722,6941
10001,6,0.2292701566679404,7493
10900,5,0.19105846388995032,8211
11123,3,0.1146350783339702,8418
6133,1,0.03821169277799007,4236
8088,1,0.03821169277799007,5873
10140,1,0.03821169277799007,7554
5677,111,4.241497898356897,3782
1954,13,0.4967520061138708,893
4915,36,1.3756209400076422,3140
5837,35,1.3374092472296524,3941
5876,29,1.108139090561712,3980
6056,21,0.8024455483377914,4160
6204,30,1.146350783339702,4307
6282,26,0.9935040122277417,4385
9062,14,0.5349636988918609,6806
9804,52,1.9870080244554833,7377
9943,22,0.8406572411157814,7464
10814,21,0.8024455483377914,8129
11627,13,0.4967520061138708,8789
11772,18,0.6878104700038211,8897
2357,19,0.7260221627818112,1193
8127,30,1.146350783339702,5912
6273,11,0.4203286205578907,4376
8685,5,0.19105846388995032,6431
8688,17,0.6495987772258311,6434
2160,16,0.6113870844478411,1061
6156,30,1.146350783339702,4259
2577,16,0.6113870844478411,1383
3611,2,0.07642338555598013,"Ins: 2066, pa: 3612"
8344,9,0.34390523500191056,6125
8367,21,0.8024455483377914,6147
5752,1,0.03821169277799007,3856
3916,1,0.03821169277799007,2327
10793,1,0.03821169277799007,8111
11990,1,0.03821169277799007,9097
2414,8,0.30569354222392053,1241
2912,19,0.7260221627818112,1589
3928,1,0.03821169277799007,2339
4792,45,1.719526175009553,3026
5774,69,2.6366068016813147,3878
7115,66,2.5219717233473444,5180
7886,44,1.6813144822315629,5678
9180,12,0.4585403133358808,6923
9773,70,2.6748184944593048,7346
9821,68,2.5983951089033246,7394
9946,56,2.1398547955674436,7467
1029,8,0.30569354222392053,126
1737,1,0.03821169277799007,680
1836,8,0.30569354222392053,778
3487,5,0.19105846388995032,2028
3827,6,0.2292701566679404,2238
4686,4,0.15284677111196027,2929
5546,5,0.19105846388995032,3651
6971,3,0.1146350783339702,5037
7374,6,0.2292701566679404,5430
7386,4,0.15284677111196027,5442
7451,5,0.19105846388995032,5507
9060,8,0.30569354222392053,6804
9213,4,0.15284677111196027,"Ins: 6954, pa: 9214"
9359,8,0.30569354222392053,7047
9407,3,0.1146350783339702,"Ins: 7063, pa: 9408"
9560,2,0.07642338555598013,7187
9972,7,0.26748184944593045,7472
10245,9,0.34390523500191056,7639
10622,8,0.30569354222392053,7942
10716,5,0.19105846388995032,8036
511,4,0.15284677111196027,"Ins: 14, pa: 512"
4078,2,0.07642338555598013,2489
5999,5,0.19105846388995032,4103
7293,1,0.03821169277799007,5349
7482,5,0.19105846388995032,5538
8374,5,0.19105846388995032,6152
8647,5,0.19105846388995032,6393
8781,7,0.26748184944593045,6527
9217,4,0.15284677111196027,6957
9232,3,0.1146350783339702,6972
9373,4,0.15284677111196027,7061
10614,2,0.07642338555598013,7934
11782,2,0.07642338555598013,8907
12328,3,0.1146350783339702,9330
1865,3,0.1146350783339702,807
2048,1,0.03821169277799007,977
4016,2,0.07642338555598013,2427
7563,1,0.03821169277799007,"Ins: 5610, pa: 7564"
9449,1,0.03821169277799007,7103
1582,5,0.19105846388995032,546
3312,5,0.19105846388995032,1871
5635,2,0.07642338555598013,3740
5480,1,0.03821169277799007,3585
10182,9,0.34390523500191056,7584
4853,1,0.03821169277799007,3078
11779,2,0.07642338555598013,8904
3015,1,0.03821169277799007,1676
4049,2,0.07642338555598013,2460
9065,1,0.03821169277799007,6809
1635,1,0.03821169277799007,591
5094,1,0.03821169277799007,3306
5132,3,0.1146350783339702,3344
9830,30,1.146350783339702,"Ins: 7397, pa: 9831"
3614,21,0.8024455483377914,"Ins: 2066, pa: 3615"
1961,6,0.2292701566679404,900
4493,4,0.15284677111196027,2828
3808,2,0.07642338555598013,2219
6727,6,0.2292701566679404,4824
6759,21,0.8024455483377914,4856
2842,7,0.26748184944593045,1545
8616,6,0.2292701566679404,6362
10832,9,0.34390523500191056,8147
2806,2,0.07642338555598013,1526
5370,1,0.03821169277799007,3480
11405,1,0.03821169277799007,8615
3252,11,0.4203286205578907,1811
7043,2,0.07642338555598013,5109
7527,5,0.19105846388995032,5583
8421,2,0.07642338555598013,6194
5123,2,0.07642338555598013,3335
6747,13,0.4967520061138708,4844
4578,4,0.15284677111196027,2850
3762,1,0.03821169277799007,2176
2387,1,0.03821169277799007,1223
3057,7,0.26748184944593045,1715
7541,21,0.8024455483377914,5597
9266,6,0.2292701566679404,6991
9488,10,0.38211692777990064,7136
9976,23,0.8788689338937715,7476
6378,1,0.03821169277799007,4481
6918,50,1.9105846388995031,5012
7520,12,0.4585403133358808,5576
2012,9,0.34390523500191056,941
5720,12,0.4585403133358808,3824
8640,6,0.2292701566679404,6386
9722,10,0.38211692777990064,7307
10830,12,0.4585403133358808,8145
3694,7,0.26748184944593045,2108
6834,9,0.34390523500191056,4931
12053,23,0.8788689338937715,9160
2297,3,0.1146350783339702,1133
2501,6,0.2292701566679404,1316
3080,1,0.03821169277799007,1738
5381,9,0.34390523500191056,3491
5394,5,0.19105846388995032,3504
6300,2,0.07642338555598013,4403
7330,7,0.26748184944593045,5386
7524,15,0.573175391669851,5580
9597,3,0.1146350783339702,7224
9753,6,0.2292701566679404,7329
8553,8,0.30569354222392053,6299
2243,13,0.4967520061138708,1081
7532,4,0.15284677111196027,5588
10047,9,0.34390523500191056,7538
6086,4,0.15284677111196027,4190
3511,20,0.7642338555598013,2051
4731,3,0.1146350783339702,2967
5584,7,0.26748184944593045,3689
6448,2,0.07642338555598013,4550
6964,2,0.07642338555598013,5030
7449,3,0.1146350783339702,5505
8574,5,0.19105846388995032,6320
8646,1,0.03821169277799007,6392
9973,1,0.03821169277799007,7473
10425,4,0.15284677111196027,7803
2681,3,0.1146350783339702,1487
4783,1,0.03821169277799007,3017
6708,2,0.07642338555598013,4805
8847,1,0.03821169277799007,6593
2774,10,0.38211692777990064,1500
5843,4,0.15284677111196027,3947
7289,9,0.34390523500191056,5345
7902,12,0.4585403133358808,5694
9509,17,0.6495987772258311,7145
2675,1,0.03821169277799007,1481
6246,5,0.19105846388995032,4349
7220,14,0.5349636988918609,5285
8382,6,0.2292701566679404,6160
9812,1,0.03821169277799007,7385
12210,1,0.03821169277799007,9257
12373,9,0.34390523500191056,9372
2660,1,0.03821169277799007,1466
6291,25,0.9552923194497516,4394
6838,1,0.03821169277799007,4935
7292,5,0.19105846388995032,5348
8802,6,0.2292701566679404,6548
9267,3,0.1146350783339702,6992
10066,1,0.03821169277799007,"Ins: 7543, pa: 10067"
4743,1,0.03821169277799007,2978
7297,1,0.03821169277799007,5353
7305,1,0.03821169277799007,5361
7308,19,0.7260221627818112,5364
8438,1,0.03821169277799007,6211
9090,2,0.07642338555598013,6834
2829,1,0.03821169277799007,1544
3123,2,0.07642338555598013,1769
9669,2,0.07642338555598013,7262
3113,2,0.07642338555598013,1765
4747,1,0.03821169277799007,2981
7494,24,0.9170806266717616,5550
2522,1,0.03821169277799007,1337
11608,2,0.07642338555598013,8771
