python_based_indices,frequency,percentage,mapping
10336,5,0.19105846388995032,7730
7074,122,4.661826518914788,5139
2829,21,0.8024455483377914,1544
3275,13,0.4967520061138708,1834
6049,519,19.831868551776843,4153
3032,56,2.1398547955674436,1690
2264,63,2.407336645013374,1101
2854,2,0.07642338555598013,1551
3113,37,1.4138326327856323,1765
10235,46,1.757737867787543,7629
5794,154,5.88460068781047,3898
6706,22,0.8406572411157814,4803
9465,1,0.03821169277799007,7119
5195,63,2.407336645013374,"Ins: 3404, pa: 5196"
5185,7,0.26748184944593045,3397
2811,13,0.4967520061138708,1530
7025,17,0.6495987772258311,5091
9414,46,1.757737867787543,7068
7488,12,0.4585403133358808,5544
10147,77,2.942300343905235,7561
10840,11,0.4203286205578907,8155
2805,10,0.38211692777990064,1525
4288,57,2.1780664883454337,2691
5019,67,2.5601834161253345,3240
2170,80,3.056935422239205,1071
11209,54,2.0634314100114635,8501
9861,78,2.980512036683225,7408
9909,40,1.5284677111196026,7444
9242,6,0.2292701566679404,6982
2246,6,0.2292701566679404,1084
5578,3,0.1146350783339702,3683
1201,1,0.03821169277799007,270
5052,3,0.1146350783339702,3273
2696,20,0.7642338555598013,1489
4468,169,6.457776079480321,2803
9936,87,3.3244172716851357,7457
2788,10,0.38211692777990064,1511
3108,1,0.03821169277799007,1760
2675,6,0.2292701566679404,1481
11033,8,0.30569354222392053,8342
12328,37,1.4138326327856323,9330
2434,6,0.2292701566679404,1261
6717,7,0.26748184944593045,4814
6094,55,2.1016431027894535,4198
7443,137,5.235001910584639,5499
3381,4,0.15284677111196027,1936
4296,62,2.369124952235384,2698
9528,22,0.8406572411157814,7164
9720,20,0.7642338555598013,7305
9723,10,0.38211692777990064,7308
12343,8,0.30569354222392053,9343
3051,13,0.4967520061138708,1709
5104,8,0.30569354222392053,3316
4059,34,1.2991975544516623,2470
4639,11,0.4203286205578907,2890
8175,27,1.0317157050057317,5959
9792,27,1.0317157050057317,7365
2801,19,0.7260221627818112,1521
8282,62,2.369124952235384,6064
8065,26,0.9935040122277417,5851
7002,15,0.573175391669851,5068
10262,7,0.26748184944593045,7656
1229,5,0.19105846388995032,292
8754,12,0.4585403133358808,6500
8683,69,2.6366068016813147,6429
11962,25,0.9552923194497516,9075
10339,1,0.03821169277799007,7733
2884,17,0.6495987772258311,1561
7509,11,0.4203286205578907,5565
5922,11,0.4203286205578907,4026
3422,3,0.1146350783339702,1968
9266,6,0.2292701566679404,6991
2438,14,0.5349636988918609,1265
3064,1,0.03821169277799007,1722
3109,2,0.07642338555598013,1761
3929,12,0.4585403133358808,2340
12032,1,0.03821169277799007,9139
9182,5,0.19105846388995032,6925
4890,6,0.2292701566679404,3115
7206,1,0.03821169277799007,5271
6462,29,1.108139090561712,4564
4638,27,1.0317157050057317,2889
2842,20,0.7642338555598013,1545
9292,36,1.3756209400076422,7017
10043,9,0.34390523500191056,7534
6235,61,2.330913259457394,4338
11612,11,0.4203286205578907,8775
2775,93,3.553687428353076,1501
4164,1,0.03821169277799007,2572
4946,4,0.15284677111196027,3171
9700,30,1.146350783339702,7293
1965,59,2.254489873901414,904
1985,5,0.19105846388995032,924
2326,117,4.470768055024838,1162
5796,17,0.6495987772258311,3900
7122,2,0.07642338555598013,5187
9673,12,0.4585403133358808,7266
9903,13,0.4967520061138708,"Ins: 7443, pa: 9904"
9941,40,1.5284677111196026,7462
10019,60,2.292701566679404,7510
10731,262,10.011463507833398,8051
10905,88,3.3626289644631258,8216
11836,1,0.03821169277799007,8953
5163,8,0.30569354222392053,3375
9093,30,1.146350783339702,6837
3947,6,0.2292701566679404,2358
5135,22,0.8406572411157814,3347
9775,9,0.34390523500191056,7348
11457,7,0.26748184944593045,8658
4444,3,0.1146350783339702,2781
2792,1,0.03821169277799007,1513
2783,3,0.1146350783339702,1507
5074,33,1.2609858616736722,3295
6501,5,0.19105846388995032,4602
961,2,0.07642338555598013,94
9697,3,0.1146350783339702,7290
7315,13,0.4967520061138708,5371
9001,19,0.7260221627818112,6747
10485,4,0.15284677111196027,7852
2960,5,0.19105846388995032,1633
1778,14,0.5349636988918609,721
2649,1,0.03821169277799007,1455
3043,4,0.15284677111196027,1701
10900,17,0.6495987772258311,8211
10244,4,0.15284677111196027,7638
3367,1,0.03821169277799007,1922
4310,4,0.15284677111196027,2709
3337,29,1.108139090561712,1895
5374,1,0.03821169277799007,3484
8483,1,0.03821169277799007,6238
5132,5,0.19105846388995032,3344
5140,2,0.07642338555598013,3352
9876,8,0.30569354222392053,7423
9309,5,0.19105846388995032,7034
9857,5,0.19105846388995032,7404
2096,6,0.2292701566679404,1024
9900,3,0.1146350783339702,7441
3504,1,0.03821169277799007,2044
4790,3,0.1146350783339702,3024
2803,7,0.26748184944593045,1523
10906,2,0.07642338555598013,8217
6432,1,0.03821169277799007,4534
4050,15,0.573175391669851,2461
12033,6,0.2292701566679404,9140
6393,29,1.108139090561712,4496
9160,18,0.6878104700038211,6903
5443,2,0.07642338555598013,3553
5446,2,0.07642338555598013,3556
8220,1,0.03821169277799007,6004
9744,2,0.07642338555598013,7326
7346,7,0.26748184944593045,5402
9932,33,1.2609858616736722,7453
6341,13,0.4967520061138708,4444
7439,1,0.03821169277799007,5495
2563,23,0.8788689338937715,1369
2681,1,0.03821169277799007,1487
12269,4,0.15284677111196027,9302
2802,6,0.2292701566679404,1522
3105,1,0.03821169277799007,1757
3342,16,0.6113870844478411,1897
2847,1,0.03821169277799007,"Ins: 1546, pa: 2848"
4799,1,0.03821169277799007,3033
9858,2,0.07642338555598013,7405
4104,2,0.07642338555598013,2515
6380,1,0.03821169277799007,4483
7131,8,0.30569354222392053,5196
4399,1,0.03821169277799007,2754
4218,77,2.942300343905235,2626
3165,8,0.30569354222392053,1778
6245,236,9.017959495605655,4348
4412,140,5.3496369889186095,2767
4933,3,0.1146350783339702,3158
5130,20,0.7642338555598013,3342
6072,6,0.2292701566679404,4176
9771,77,2.942300343905235,7344
10245,220,8.406572411157814,7639
10844,39,1.4902560183416125,8158
2515,23,0.8788689338937715,1330
2641,31,1.184562476117692,1447
5678,6,0.2292701566679404,3783
7531,6,0.2292701566679404,5587
8181,117,4.470768055024838,5965
8876,6,0.2292701566679404,6622
9737,15,0.573175391669851,7322
10120,5,0.19105846388995032,"Ins: 7543, pa: 10121"
10153,44,1.6813144822315629,7567
5836,13,0.4967520061138708,3940
7123,2,0.07642338555598013,5188
7429,14,0.5349636988918609,5485
8858,16,0.6113870844478411,6604
9806,1,0.03821169277799007,7379
2272,12,0.4585403133358808,1109
1975,133,5.082155139472679,914
7113,102,3.8975926633549864,5178
9481,374,14.291173098968285,"Ins: 7130, pa: 9482"
3427,139,5.311425296140619,1973
2344,17,0.6495987772258311,1180
2506,44,1.6813144822315629,1321
8868,98,3.7447458922430266,6614
9184,96,3.6683225066870464,6927
10809,1,0.03821169277799007,8124
3259,10,0.38211692777990064,1818
4970,133,5.082155139472679,3195
10824,27,1.0317157050057317,8139
10867,47,1.7959495605655331,8181
10897,16,0.6113870844478411,8208
1830,31,1.184562476117692,772
2316,4,0.15284677111196027,1152
2736,1,0.03821169277799007,1493
3255,2,0.07642338555598013,1814
9153,29,1.108139090561712,6896
9162,13,0.4967520061138708,6905
6986,51,1.9487963316774932,5052
7149,2,0.07642338555598013,5214
3939,8,0.30569354222392053,2350
4670,7,0.26748184944593045,2913
4817,5,0.19105846388995032,3051
5826,30,1.146350783339702,3930
9835,16,0.6113870844478411,"Ins: 7397, pa: 9836"
3426,46,1.757737867787543,1972
4497,12,0.4585403133358808,2832
5718,23,0.8788689338937715,3822
9260,8,0.30569354222392053,6988
11977,10,0.38211692777990064,9087
8086,2,0.07642338555598013,5871
4685,20,0.7642338555598013,2928
6374,4,0.15284677111196027,4477
2518,2,0.07642338555598013,1333
5073,4,0.15284677111196027,3294
7450,3,0.1146350783339702,5506
8068,9,0.34390523500191056,5854
9489,14,0.5349636988918609,7137
11030,1,0.03821169277799007,8339
2343,4,0.15284677111196027,1179
3695,4,0.15284677111196027,2109
6838,7,0.26748184944593045,4935
7515,1,0.03821169277799007,5571
7522,6,0.2292701566679404,5578
11217,16,0.6113870844478411,8509
4578,7,0.26748184944593045,2850
5127,13,0.4967520061138708,3339
11792,3,0.1146350783339702,8916
10138,1,0.03821169277799007,7552
2355,22,0.8406572411157814,1191
2734,12,0.4585403133358808,1492
4212,23,0.8788689338937715,2620
8684,48,1.8341612533435232,6430
9703,14,0.5349636988918609,7296
9731,18,0.6878104700038211,7316
7432,47,1.7959495605655331,5488
9683,13,0.4967520061138708,7276
4215,2,0.07642338555598013,2623
6871,60,2.292701566679404,4968
8342,9,0.34390523500191056,6123
6137,1,0.03821169277799007,4240
5750,1,0.03821169277799007,3854
6789,1,0.03821169277799007,4886
3914,1,0.03821169277799007,2325
9239,2,0.07642338555598013,6979
3926,6,0.2292701566679404,2337
5509,1,0.03821169277799007,3614
7061,82,3.1333588077951853,5127
9837,3,0.1146350783339702,"Ins: 7397, pa: 9838"
472,8,0.30569354222392053,"Ins: 14, pa: 473"
1027,8,0.30569354222392053,124
1109,8,0.30569354222392053,192
1169,8,0.30569354222392053,240
1580,7,0.26748184944593045,"Ins: 544, pa: 1581"
1682,1,0.03821169277799007,634
1749,8,0.30569354222392053,692
1834,3,0.1146350783339702,776
3962,3,0.1146350783339702,2373
5544,5,0.19105846388995032,3649
5571,10,0.38211692777990064,3676
5643,5,0.19105846388995032,3748
7067,4,0.15284677111196027,5133
7372,9,0.34390523500191056,5428
7393,8,0.30569354222392053,5449
8637,8,0.30569354222392053,6383
9168,7,0.26748184944593045,6911
9357,7,0.26748184944593045,7045
9363,8,0.30569354222392053,7051
9405,5,0.19105846388995032,"Ins: 7063, pa: 9406"
9558,2,0.07642338555598013,7185
9590,3,0.1146350783339702,7217
11355,8,0.30569354222392053,8575
1408,1,0.03821169277799007,424
1790,3,0.1146350783339702,733
4076,3,0.1146350783339702,2487
5997,13,0.4967520061138708,4101
6230,3,0.1146350783339702,4333
7291,1,0.03821169277799007,5347
7327,3,0.1146350783339702,5383
7981,5,0.19105846388995032,5770
8005,1,0.03821169277799007,5791
9230,4,0.15284677111196027,6970
10048,2,0.07642338555598013,7539
10612,3,0.1146350783339702,7932
12244,1,0.03821169277799007,9278
12333,1,0.03821169277799007,9334
2868,2,0.07642338555598013,1553
5673,5,0.19105846388995032,3778
9185,5,0.19105846388995032,6928
9415,3,0.1146350783339702,7069
10255,3,0.1146350783339702,7649
1659,2,0.07642338555598013,615
2737,1,0.03821169277799007,"Ins: 1493, pa: 2738"
6458,3,0.1146350783339702,4560
11857,8,0.30569354222392053,8970
5648,1,0.03821169277799007,3753
10183,1,0.03821169277799007,7585
4047,6,0.2292701566679404,2458
4462,1,0.03821169277799007,2797
6140,1,0.03821169277799007,4243
10546,1,0.03821169277799007,7893
11229,5,0.19105846388995032,8518
1557,1,0.03821169277799007,528
4155,1,0.03821169277799007,2564
6684,11,0.4203286205578907,4781
12338,1,0.03821169277799007,9338
7449,54,2.0634314100114635,5505
12114,54,2.0634314100114635,9221
3511,2,0.07642338555598013,2051
8723,7,0.26748184944593045,6469
8614,7,0.26748184944593045,6360
4133,7,0.26748184944593045,2544
11559,1,0.03821169277799007,8747
7038,1,0.03821169277799007,5104
7525,2,0.07642338555598013,5581
8419,2,0.07642338555598013,6192
3760,1,0.03821169277799007,2174
2385,7,0.26748184944593045,1221
4316,14,0.5349636988918609,2715
4648,2,0.07642338555598013,2899
4896,8,0.30569354222392053,3121
6455,7,0.26748184944593045,4557
6793,41,1.5666794038975926,4890
6832,15,0.573175391669851,4929
8276,8,0.30569354222392053,6058
9507,23,0.8788689338937715,7143
5020,1,0.03821169277799007,3241
8387,21,0.8024455483377914,6165
2010,1,0.03821169277799007,939
3692,28,1.0699273977837218,2106
5962,35,1.3374092472296524,4066
9674,14,0.5349636988918609,7267
9734,38,1.4520443255636224,7319
9850,1,0.03821169277799007,"Ins: 7397, pa: 9851"
10101,1,0.03821169277799007,"Ins: 7543, pa: 10102"
10223,1,0.03821169277799007,7617
12024,9,0.34390523500191056,9131
2365,15,0.573175391669851,1201
9142,14,0.5349636988918609,6886
9217,32,1.2227741688956821,6957
3078,2,0.07642338555598013,1736
3508,2,0.07642338555598013,2048
5379,13,0.4967520061138708,3489
5758,3,0.1146350783339702,3862
10067,7,0.26748184944593045,"Ins: 7543, pa: 10068"
11541,3,0.1146350783339702,8729
4673,2,0.07642338555598013,2916
6084,7,0.26748184944593045,4188
5121,5,0.19105846388995032,3333
1656,8,0.30569354222392053,612
2668,2,0.07642338555598013,1474
3509,3,0.1146350783339702,2049
3713,3,0.1146350783339702,2127
1587,34,1.2991975544516623,551
1838,2,0.07642338555598013,780
2239,5,0.19105846388995032,1077
2640,1,0.03821169277799007,1446
2786,3,0.1146350783339702,1510
3062,3,0.1146350783339702,1720
4153,1,0.03821169277799007,2562
5671,5,0.19105846388995032,3776
6446,2,0.07642338555598013,4548
7324,2,0.07642338555598013,5380
7504,24,0.9170806266717616,5560
8019,2,0.07642338555598013,5805
8654,2,0.07642338555598013,6400
9550,2,0.07642338555598013,"Ins: 7181, pa: 9551"
9971,8,0.30569354222392053,7471
10611,2,0.07642338555598013,7931
2244,2,0.07642338555598013,1082
2527,1,0.03821169277799007,1342
4781,1,0.03821169277799007,3015
8201,3,0.1146350783339702,5985
8845,2,0.07642338555598013,6591
4850,1,0.03821169277799007,3075
10422,2,0.07642338555598013,7801
12109,2,0.07642338555598013,9216
2679,1,0.03821169277799007,1485
12371,9,0.34390523500191056,9370
2658,1,0.03821169277799007,1464
6164,1,0.03821169277799007,4267
6836,1,0.03821169277799007,4933
7903,7,0.26748184944593045,5695
11768,1,0.03821169277799007,8893
11777,1,0.03821169277799007,8902
11991,1,0.03821169277799007,9098
1872,1,0.03821169277799007,814
2299,1,0.03821169277799007,1135
2665,1,0.03821169277799007,1471
11936,3,0.1146350783339702,9049
8552,20,0.7642338555598013,6298
5173,1,0.03821169277799007,3385
9784,5,0.19105846388995032,7357
2869,5,0.19105846388995032,1554
9659,1,0.03821169277799007,7252
2798,16,0.6113870844478411,1519
3111,1,0.03821169277799007,1763
4644,3,0.1146350783339702,2895
10144,5,0.19105846388995032,7558
8989,7,0.26748184944593045,6735
11028,10,0.38211692777990064,8337
7521,5,0.19105846388995032,5577
8470,3,0.1146350783339702,6226
5503,2,0.07642338555598013,3608
8376,1,0.03821169277799007,6154
5952,12,0.4585403133358808,4056
8213,2,0.07642338555598013,5997
408,21,0.8024455483377914,9
1582,17,0.6495987772258311,546
4279,2,0.07642338555598013,2682
7950,3,0.1146350783339702,5739
8760,3,0.1146350783339702,6506
11404,20,0.7642338555598013,8614
12005,1,0.03821169277799007,9112
5179,7,0.26748184944593045,3391
10334,2,0.07642338555598013,7728
9886,16,0.6113870844478411,7433
11926,23,0.8788689338937715,9039
4925,1,0.03821169277799007,3150
8682,17,0.6495987772258311,6428
9897,51,1.9487963316774932,7438
2356,9,0.34390523500191056,1192
5415,10,0.38211692777990064,3525
12127,34,1.2991975544516623,9234
5170,14,0.5349636988918609,3382
5504,6,0.2292701566679404,3609
9902,2,0.07642338555598013,7443
9879,9,0.34390523500191056,7426
9232,8,0.30569354222392053,6972
9211,25,0.9552923194497516,6954
1968,4,0.15284677111196027,907
2368,6,0.2292701566679404,1204
3612,7,0.26748184944593045,"Ins: 2066, pa: 3613"
12104,2,0.07642338555598013,9211
1842,4,0.15284677111196027,784
5186,2,0.07642338555598013,3398
5243,1,0.03821169277799007,"Ins: 3404, pa: 5244"
4885,3,0.1146350783339702,3110
4414,2,0.07642338555598013,2769
10407,3,0.1146350783339702,7786
10430,1,0.03821169277799007,7808
2256,3,0.1146350783339702,1093
10741,9,0.34390523500191056,8061
1955,4,0.15284677111196027,894
4385,6,0.2292701566679404,2747
5346,3,0.1146350783339702,3456
9888,5,0.19105846388995032,7435
11959,1,0.03821169277799007,9072
12001,4,0.15284677111196027,9108
8013,2,0.07642338555598013,5799
8590,2,0.07642338555598013,6336
8648,13,0.4967520061138708,6394
2161,6,0.2292701566679404,1062
2290,1,0.03821169277799007,1127
4581,1,0.03821169277799007,2853
4682,1,0.03821169277799007,2925
4699,3,0.1146350783339702,2935
5167,1,0.03821169277799007,3379
6236,1,0.03821169277799007,4339
10310,1,0.03821169277799007,7704
10329,1,0.03821169277799007,7723
10380,1,0.03821169277799007,7763
10831,1,0.03821169277799007,8146
10834,1,0.03821169277799007,8149
10947,1,0.03821169277799007,8258
10974,1,0.03821169277799007,8285
11278,1,0.03821169277799007,8532
11723,1,0.03821169277799007,8880
5304,32,1.2227741688956821,3414
5703,1,0.03821169277799007,3807
5806,29,1.108139090561712,3910
4868,1,0.03821169277799007,3093
9842,3,0.1146350783339702,"Ins: 7397, pa: 9843"
8673,2,0.07642338555598013,6419
1622,1,0.03821169277799007,578
3270,1,0.03821169277799007,1829
5605,1,0.03821169277799007,3710
12016,1,0.03821169277799007,9123
9141,1,0.03821169277799007,6885
2079,1,0.03821169277799007,1007
2074,19,0.7260221627818112,1002
2661,2,0.07642338555598013,1467
2972,8,0.30569354222392053,1645
4147,14,0.5349636988918609,2556
5853,1,0.03821169277799007,3957
5928,1,0.03821169277799007,4032
7216,3,0.1146350783339702,5281
9241,1,0.03821169277799007,6981
9732,2,0.07642338555598013,7317
9908,1,0.03821169277799007,"Ins: 7443, pa: 9909"
6535,1,0.03821169277799007,4636
2623,2,0.07642338555598013,1429
9511,15,0.573175391669851,7147
4448,13,0.4967520061138708,2785
4459,7,0.26748184944593045,2794
9598,7,0.26748184944593045,7225
9854,11,0.4203286205578907,7401
4206,1,0.03821169277799007,2614
3123,10,0.38211692777990064,1769
6033,1,0.03821169277799007,4137
2148,3,0.1146350783339702,1049
6721,9,0.34390523500191056,4818
2289,1,0.03821169277799007,1126
4656,1,0.03821169277799007,2907
5541,1,0.03821169277799007,3646
6856,6,0.2292701566679404,4953
9987,1,0.03821169277799007,"Ins: 7480, pa: 9988"
10159,3,0.1146350783339702,7570
2547,11,0.4203286205578907,1353
3162,1,0.03821169277799007,1775
4989,1,0.03821169277799007,3214
5508,3,0.1146350783339702,3613
6335,3,0.1146350783339702,4438
8022,1,0.03821169277799007,5808
9508,7,0.26748184944593045,7144
12216,1,0.03821169277799007,9263
5301,35,1.3374092472296524,3411
5847,7,0.26748184944593045,3951
7179,1,0.03821169277799007,5244
9912,2,0.07642338555598013,7447
3185,1,0.03821169277799007,1779
9643,3,0.1146350783339702,7239
3348,2,0.07642338555598013,1903
11022,2,0.07642338555598013,8331
3061,2,0.07642338555598013,1719
4537,1,0.03821169277799007,"Ins: 2834, pa: 4538"
4778,2,0.07642338555598013,3012
5439,3,0.1146350783339702,3549
10842,3,0.1146350783339702,8156
2024,4,0.15284677111196027,953
4818,1,0.03821169277799007,3052
2174,10,0.38211692777990064,1075
2889,2,0.07642338555598013,1566
1646,1,0.03821169277799007,602
3842,4,0.15284677111196027,2253
5843,1,0.03821169277799007,3947
8407,2,0.07642338555598013,6182
9814,1,0.03821169277799007,7387
11072,1,0.03821169277799007,8367
8178,3,0.1146350783339702,5962
4158,3,0.1146350783339702,2566
4999,2,0.07642338555598013,3220
7271,22,0.8406572411157814,5327
7165,2,0.07642338555598013,5230
11032,1,0.03821169277799007,8341
9261,2,0.07642338555598013,6989
9831,2,0.07642338555598013,"Ins: 7397, pa: 9832"
1184,1,0.03821169277799007,255
10525,2,0.07642338555598013,7872
10443,4,0.15284677111196027,7818
670,5,0.19105846388995032,31
8010,10,0.38211692777990064,5796
10487,4,0.15284677111196027,7854
27,2,0.07642338555598013,"Ins: 0, pa: 28"
3428,15,0.573175391669851,1974
